U:0,U:1,U:2,Points:0,Points:1,Points:2
0.3972904,-1.657529,0.0223632,0.2492089,0.2477797,0.04799778
0.2465936,-1.530969,-0.04221468,0.4500934,0.2487198,0.04663142
0.1096497,-1.485099,-0.08896734,0.6499548,0.2494824,0.04648449
0.09614025,-1.370077,-0.07491678,0.8499483,0.2494185,0.04640943
0.0485017,-1.334062,-0.08004163,1.049975,0.2493968,0.04637991
0.04482941,-1.269288,-0.0717425,1.249993,0.2493763,0.0463778
0.02512548,-1.232169,-0.0733654,1.449995,0.2493629,0.04637997
0.02038438,-1.191639,-0.068724,1.649999,0.2493589,0.04638168
0.01096217,-1.160446,-0.0690293,1.849998,0.2493437,0.04638936
0.005006377,-1.133891,-0.06709962,2.049988,0.2493001,0.04637476
-0.0005453533,-1.112713,-0.06578156,2.250051,0.2485711,0.0460866
-0.005962391,-1.091814,-0.0651922,2.44997,0.2465005,0.0453858
0.4397651,-1.478885,0.04116655,0.2493399,0.450014,0.04687195
0.3348024,-1.439786,-0.009088119,0.4988337,0.4988131,0.09637373
0.2041553,-1.417455,-0.04053679,0.6988655,0.4982807,0.09466524
0.2049985,-1.348097,-0.0403289,0.89917,0.4975957,0.09394373
0.137144,-1.305727,-0.04688437,1.099522,0.4971736,0.09372237
0.1315109,-1.26088,-0.04019623,1.299733,0.4969848,0.09363158
0.09466896,-1.220826,-0.04606691,1.49985,0.4969045,0.0935895
0.09066184,-1.194236,-0.04131585,1.699917,0.4968693,0.09357452
0.06558358,-1.15804,-0.04269679,1.899958,0.4968505,0.09357284
0.05915729,-1.140154,-0.04086895,2.099993,0.4967957,0.0935676
0.04599868,-1.119563,-0.03992712,2.300042,0.4965856,0.09353447
0.03788974,-1.104653,-0.0386777,2.500088,0.4963913,0.09351607
0.4707646,-1.369024,0.04424095,0.2488914,0.6500031,0.04625802
0.3972595,-1.332665,0.003063376,0.4980648,0.6988859,0.09462284
0.2655614,-1.314639,0.006881033,0.6979076,0.6979802,0.09162787
0.2477816,-1.265846,-0.006472085,0.8984908,0.6972786,0.09052054
0.1821497,-1.232128,-0.00632618,1.099134,0.6967941,0.09017989
0.1684807,-1.190703,-0.004511303,1.29951,0.6965351,0.09005635
0.1289456,-1.163274,-0.01018127,1.499717,0.6964109,0.09000239
0.1181538,-1.131944,-0.006356323,1.699837,0.6963597,0.08998086
0.09285931,-1.100357,-0.007815345,1.899913,0.6963518,0.08997842
0.0830068,-1.088678,-0.008015564,2.099972,0.6963673,0.0899901
0.06570652,-1.062578,-0.007529231,2.300035,0.6963965,0.09001572
0.05613628,-1.060105,-0.008677136,2.500123,0.6964951,0.09006923
0.477227,-1.30546,0.03649767,0.2480801,0.8498735,0.045926
0.4169726,-1.298397,0.001688636,0.4972372,0.8991799,0.09386538
0.2955959,-1.27528,0.01594275,0.6971599,0.8985179,0.09050578
0.2843446,-1.248787,0.00386895,0.8979318,0.8979758,0.08913285
0.2146462,-1.211354,0.005234058,1.098786,0.8976031,0.08869638
0.1997654,-1.191795,0.006112486,1.299298,0.8973784,0.08853677
0.1565847,-1.152738,0.004600674,1.499585,0.8972578,0.08846797
0.1399528,-1.140404,0.005270615,1.699755,0.8972068,0.08844032
0.1141598,-1.104399,0.004788131,1.899865,0.8972072,0.08843796
0.1011406,-1.095639,0.003603556,2.099948,0.8972522,0.08845743
0.08194886,-1.071851,0.004757626,2.300031,0.8973444,0.08850145
0.07042263,-1.067431,0.003986773,2.500149,0.8975024,0.08858141
0.4859186,-1.225801,0.03946078,0.2474284,1.049977,0.04573348
0.4357918,-1.227498,-0.0001381804,0.4967875,1.099517,0.09363478
0.3151781,-1.215166,0.01750723,0.696657,1.099143,0.09016027
0.3038189,-1.188026,-0.0001212371,0.897547,1.098804,0.08869172
0.2356843,-1.168211,0.003377632,1.098518,1.098544,0.08820181
0.2199456,-1.13842,-0.0001491095,1.299119,1.098372,0.08801628
0.1777464,-1.121536,0.001453403,1.499467,1.098271,0.08793481
0.1611753,-1.096293,-0.0001202355,1.699679,1.098227,0.08790187
0.1329692,-1.079785,0.003201,1.899818,1.09823,0.08789909
0.1169575,-1.061921,0.0002719349,2.099922,1.09828,0.08792325
0.09635698,-1.048171,0.002831768,2.300023,1.098379,0.08797798
0.0806907,-1.036487,0.0008190046,2.500161,1.098529,0.08807552
0.4785552,-1.182787,0.04275599,0.2486161,1.249979,0.04609192
0.4576387,-1.186851,-0.004496525,0.4965677,1.299743,0.09354035
0.3353029,-1.172743,0.01523015,0.6963679,1.299515,0.09003161
0.3351789,-1.160349,0.00130231,0.897305,1.299306,0.08852839
0.2596152,-1.136877,0.004284656,1.098333,1.299133,0.08801253
0.2486736,-1.122482,0.00325037,1.298984,1.299008,0.08781096
0.1999063,-1.099349,0.002900785,1.499371,1.298931,0.08772042
0.1833183,-1.086799,0.003663141,1.699614,1.298895,0.08768333
0.1512842,-1.065836,0.003223575,1.899776,1.298899,0.08768014
0.1326589,-1.052423,0.00341906,2.099898,1.298943,0.08770763
0.1101407,-1.03869,0.003360317,2.300013,1.299026,0.08777004
0.09120475,-1.028916,0.003235173,2.500163,1.299147,0.0878808
0.4870315,-1.123137,0.03057871,0.2468059,1.450004,0.04550191
0.4638671,-1.134457,-0.003805626,0.4962554,1.499858,0.09344955
0.3464274,-1.12504,0.0158252,0.6961901,1.499717,0.08996797
0.3465036,-1.111592,-5.59601e-05,0.8971579,1.499586,0.08845355
0.2729094,-1.099142,0.003400737,1.098211,1.499471,0.08792488
0.2621504,-1.079637,0.0002854426,1.298888,1.499384,0.08771384
0.2150245,-1.068981,0.0009556953,1.4993,1.499328,0.08761743
0.1981041,-1.051916,0.0005548153,1.699562,1.499302,0.08757731
0.1646205,-1.039995,0.001188159,1.899741,1.499305,0.08757348
0.1456596,-1.027357,0.00138251,2.099876,1.499339,0.08760286
0.1209288,-1.01627,0.001391348,2.300002,1.499402,0.08767042
0.1011537,-1.006652,0.001369263,2.50016,1.499491,0.08779027
0.4843328,-1.078288,0.03159743,0.2463564,1.65001,0.04533032
0.4704082,-1.092737,-0.004971714,0.4962218,1.699903,0.09343044
0.3557102,-1.085808,0.01438675,0.6961228,1.699828,0.08993973
0.3634289,-1.079231,0.0002822464,0.8970807,1.699746,0.0884167
0.2869151,-1.06634,0.002751118,1.098137,1.699671,0.08788064
0.2806317,-1.055856,0.001570293,1.298824,1.699612,0.08766384
0.2301582,-1.042566,0.001259973,1.499249,1.699572,0.08756357
0.2126891,-1.030801,0.001476331,1.699524,1.699553,0.08752102
0.1783845,-1.018063,0.00094501,1.899713,1.699556,0.08751615
