U:0,U:1,U:2,Points:0,Points:1,Points:2
0.001210996,-0.001235733,-2.539392e-05,0.2491967,0.2491964,0.04850522
0.003604734,-0.0008974955,2.557234e-05,0.4501701,0.2493819,0.04689605
0.005602604,-0.001029014,-0.0001390382,0.6499477,0.249521,0.04649805
0.00804193,-0.001109775,2.431369e-06,0.8499483,0.2494212,0.04640979
0.01081924,-0.001184794,4.925794e-05,1.049975,0.2493795,0.04638851
0.01408771,-0.001259276,0.0001134639,1.249989,0.2493672,0.04638223
0.01781541,-0.001396298,0.0001774593,1.449999,0.2493654,0.04638051
0.0221533,-0.001551777,0.0002620537,1.65,0.2493653,0.04637818
0.027129,-0.001697592,0.0003686193,1.849999,0.2493604,0.04637913
0.03290209,-0.0018189,0.000505305,2.049999,0.2493604,0.04637889
0.03948966,-0.001825512,0.0006657151,2.25,0.2493608,0.04637928
0.04700535,-0.001727878,0.0008752262,2.45,0.2493628,0.04638083
0.0006434462,-0.003537389,-8.124554e-05,0.2493716,0.4501719,0.04690215
0.00381836,-0.004329535,-3.398621e-05,0.4989133,0.4989187,0.0964139
0.00551284,-0.004993548,-0.0002863743,0.6988988,0.4983064,0.0946757
0.007949144,-0.005401427,-0.000311055,0.8991836,0.4976033,0.09394435
0.01036516,-0.006179648,-0.0003452284,1.09953,0.4971801,0.09371929
0.01331809,-0.007116811,-0.0003971263,1.299739,0.4969839,0.09363112
0.01669213,-0.008306856,-0.0004541282,1.499853,0.496895,0.09359082
0.02068862,-0.009666416,-0.0005310396,1.699915,0.4968583,0.09356919
0.02537954,-0.01127585,-0.0006137276,1.899951,0.4968434,0.09355914
0.03088532,-0.01302662,-0.0007055018,2.099971,0.4968404,0.09355654
0.03731708,-0.01495453,-0.0008124356,2.299983,0.4968478,0.09355638
0.0005933754,-0.005242746,2.891486e-05,0.2495253,0.6499506,0.04649623
0.003728277,-0.005827478,0.0001958292,0.4983022,0.6988993,0.09467774
0.005090543,-0.006411445,-2.523765e-05,0.69799,0.6979904,0.09164164
0.007383287,-0.007449371,-7.564632e-05,0.8985257,0.6972846,0.09052499
0.009494779,-0.008298769,-6.429791e-05,1.099153,0.6967979,0.09018193
0.01233767,-0.009690912,-9.467035e-05,1.299522,0.6965344,0.09005743
0.01547409,-0.01125842,-0.0001088099,1.499724,0.6964015,0.09000142
0.01932065,-0.01318281,-0.0001263044,1.699837,0.6963361,0.08997416
0.02381223,-0.01540362,-0.0001509672,1.899903,0.6963071,0.08996169
0.02915341,-0.01788773,-0.0001746512,2.099942,0.6963014,0.08995826
0.03544708,-0.02067484,-0.0002040028,2.299966,0.6963163,0.08996212
0.04279578,-0.02359412,-0.0002323777,2.499981,0.6963545,0.08997444
0.0003545583,-0.007147523,-8.840011e-05,0.2494209,0.8499484,0.04641014
0.002906418,-0.007701721,0.0002352457,0.4976046,0.8991851,0.09394603
0.004317803,-0.00851444,4.140907e-05,0.6972891,0.8985264,0.09052621
