U:0,U:1,U:2,Points:0,Points:1,Points:2
-0.005203912,-0.132032,-0.001507863,0.2491184,0.2485499,0.04829726
0.004370103,-0.1294161,-0.005929624,0.4501713,0.2489114,0.04671235
-0.001885376,-0.1276104,-0.008508789,0.6499736,0.2471548,0.04568336
-0.001396724,-0.1307413,-0.009051161,0.8498784,0.2481138,0.04595101
-0.003337251,-0.1318687,-0.01024398,1.049987,0.2492773,0.04635161
-0.004174095,-0.135236,-0.01052195,1.249976,0.2491944,0.04631937
-0.005753934,-0.139564,-0.01031254,1.450089,0.2477302,0.04582166
-0.004644054,-0.1445118,-0.0109556,1.649926,0.2486585,0.04609859
-0.006396163,-0.1492012,-0.01166701,1.850017,0.2489367,0.04621855
-0.007439216,-0.1558734,-0.01136202,2.050021,0.2469825,0.04556664
-0.007038251,-0.1625508,-0.01209338,2.24994,0.2476895,0.04578808
-0.01368576,-0.1345738,-0.001442902,0.2492215,0.4501387,0.04681253
-0.007952419,-0.1391515,0.0009855975,0.4988421,0.4986609,0.0963363
-0.005407048,-0.1377763,-0.005378157,0.6988668,0.497863,0.09457395
-0.006032364,-0.1458822,-0.003038066,0.8991545,0.4973426,0.09388791
-0.006650915,-0.1425232,-0.00556641,1.099521,0.4970856,0.09369973
-0.008123891,-0.1502668,-0.004727043,1.299744,0.4968313,0.09360084
-0.009301128,-0.1507371,-0.005771114,1.499849,0.4966219,0.09353811
-0.01105676,-0.1595808,-0.005325191,1.699905,0.4966909,0.09354425
-0.01258327,-0.1617466,-0.00620951,1.899966,0.4966275,0.0935313
-0.01408935,-0.1691239,-0.006249658,2.099974,0.4964558,0.09350186
-0.01650051,-0.18002,-0.005948329,2.299982,0.4964811,0.09351315
-0.01093488,-0.1299688,-0.001106648,0.2488304,0.6499794,0.04622304
-0.0001699844,-0.1269112,0.0001524722,0.4980806,0.6988315,0.09461641
-0.004610754,-0.1270849,-0.002234838,0.6979141,0.6978745,0.09161335
-0.007086637,-0.12677,-0.001459105,0.8984897,0.6971975,0.09050965
-0.009882617,-0.1316529,-0.002249643,1.099133,0.6967529,0.09017534
-0.01161827,-0.1319593,-0.001498754,1.29951,0.696492,0.09005354
-0.01407003,-0.138754,-0.002235555,1.499713,0.6963616,0.09000234
-0.01593414,-0.1401395,-0.00170243,1.699829,0.6963349,0.08998928
-0.01971023,-0.1487668,-0.002421328,1.899903,0.6963351,0.08999255
-0.01999944,-0.1538979,-0.002233791,2.099941,0.696339,0.09000242
-0.02336685,-0.1583016,-0.002005893,2.299964,0.6963534,0.09001208
-0.01217873,-0.1322876,-0.002964356,0.2481981,0.8498855,0.04596623
-0.007599288,-0.1302708,0.002008369,0.4973124,0.8991568,0.09388
-0.007530079,-0.1285427,0.0004386225,0.6971774,0.8984872,0.09050632
-0.01065217,-0.1349674,0.001195038,0.8979347,0.897953,0.0891325
-0.01320056,-0.1332942,0.0006441108,1.098785,0.8975943,0.08869824
-0.01561839,-0.1380494,0.0009602117,1.299295,0.8973775,0.0885423
-0.01912084,-0.142066,0.001048966,1.499579,0.8972688,0.08847989
-0.0212868,-0.1448405,0.0006303067,1.699745,0.8972408,0.0884624
-0.02445406,-0.1508312,0.0009103052,1.899846,0.8972593,0.08846934
-0.02889571,-0.159417,0.001519228,2.099907,0.8972963,0.08848658
-0.03120476,-0.1629132,0.0007061449,2.299943,0.8973239,0.08849933
-0.009740516,-0.1305991,-0.004228261,0.2484602,1.049908,0.04607552
-0.005968099,-0.1241309,0.0001069988,0.4968333,1.099526,0.09364767
-0.008321877,-0.1247179,0.0004191704,0.6966613,1.099139,0.09016212
-0.01206192,-0.1239456,4.377806e-05,0.8975472,1.098802,0.08869371
-0.01653733,-0.1290437,0.0004187666,1.098516,1.098549,0.08820592
-0.01871582,-0.1297752,-2.015218e-05,1.299114,1.098385,0.088025
-0.02349146,-0.1358058,0.0002293761,1.499459,1.098298,0.08795161
-0.02641964,-0.1391499,0.0003002926,1.699665,1.098274,0.08793061
-0.03015589,-0.1450006,0.0003511346,1.899794,1.098295,0.0879388
-0.03439886,-0.1497352,-0.0001029668,2.099873,1.098334,0.0879594
-0.03906322,-0.1571887,0.0007009137,2.299921,1.098361,0.08797396
-0.01312976,-0.1282801,-0.004262636,0.2473348,1.250063,0.04568882
-0.008288443,-0.1222471,0.0002867686,0.496429,1.299747,0.09351788
-0.01149173,-0.1226901,0.000193985,0.6963559,1.299516,0.09003189
-0.01463313,-0.124084,0.0006159102,0.8973026,1.299309,0.08853115
-0.01870923,-0.1268896,0.0004887692,1.098329,1.299141,0.08801786
