U:0,U:1,U:2,Points:0,Points:1,Points:2
-0.001053589,-0.01312973,-0.0002280064,0.2491907,0.2491419,0.04849561
-5.094421e-05,-0.0133981,-0.0005647576,0.4502267,0.2486078,0.04660938
-0.0006959652,-0.01446641,-0.0008075479,0.6499494,0.2470068,0.04561692
-0.0009127564,-0.0155818,-0.001052197,0.8498951,0.2486766,0.04611459
-0.001514377,-0.01751781,-0.00129537,1.049988,0.2493263,0.04638577
-0.001909286,-0.01988533,-0.001473265,1.24999,0.2493812,0.04638006
-0.002409328,-0.02287915,-0.001709844,1.449996,0.2493548,0.04639365
-0.002963625,-0.02650258,-0.001984685,1.649992,0.2493346,0.04638155
-0.003739808,-0.03090374,-0.002268172,1.850006,0.2489776,0.04623253
-0.004471412,-0.03642693,-0.002366538,2.050018,0.2469174,0.0455415
-0.002132634,-0.01294251,-0.0003143298,0.2493685,0.4501415,0.04690299
-0.002296004,-0.01331439,7.592237e-05,0.4989869,0.4987036,0.09639282
-0.00266924,-0.01498969,-0.0005442717,0.6989856,0.4980387,0.09464538
-0.003514353,-0.01610816,-0.0003785452,0.8992729,0.4976308,0.09398214
-0.004559397,-0.01850403,-0.0005929209,1.099619,0.497408,0.09380295
-0.005718313,-0.02082003,-0.0005425135,1.299812,0.4972857,0.09373172
-0.007100163,-0.02424056,-0.0007096366,1.499907,0.4972231,0.09369649
-0.008658183,-0.02791668,-0.0007668801,1.699956,0.4971507,0.09366825
-0.0104965,-0.03276794,-0.0009641217,1.899993,0.4969407,0.09361711
-0.01261631,-0.03819592,-0.001038929,2.099993,0.4967055,0.0935638
-0.001782509,-0.01160877,-0.0002806089,0.2495225,0.6499413,0.04650211
-0.001714027,-0.01127501,-2.634571e-05,0.4984518,0.6990538,0.09475132
-0.00317944,-0.01183929,-0.0004305584,0.6982214,0.6982956,0.09174026
-0.004417203,-0.01317007,-0.0003988026,0.8987594,0.6977977,0.09066405
-0.005871019,-0.01455784,-0.0005475092,1.099357,0.697488,0.09035626
-0.007437475,-0.0165872,-0.0006058943,1.299684,0.697336,0.09025522
-0.009263164,-0.01904214,-0.0007444393,1.499845,0.6972639,0.09021324
-0.01134864,-0.02213775,-0.0008323321,1.699924,0.6972127,0.09019174
-0.01376944,-0.02585428,-0.0009946874,1.899965,0.6971462,0.09017522
-0.01656843,-0.03038688,-0.001138104,2.099982,0.6970974,0.09016469
-0.002261592,-0.01066707,-0.0004470614,0.2494395,0.8499659,0.0464105
-0.003476256,-0.01048679,-6.818652e-07,0.497948,0.8996224,0.09411801
-0.004574369,-0.01143873,-1.463418e-05,0.6977866,0.8993194,0.09076464
-0.006274523,-0.01249343,0.0001364085,0.8984542,0.8991117,0.08945282
-0.008172171,-0.01408505,0.0001007073,1.0992,0.8989962,0.08907161
-0.0102131,-0.01596326,0.0001679558,1.29961,0.8989374,0.08894985
-0.01265077,-0.01839877,0.0002037471,1.499809,0.8989081,0.08890224
-0.01542515,-0.02135421,0.0002318782,1.699906,0.8988884,0.08888139
-0.01867794,-0.02497394,0.0002697944,1.899954,0.8988676,0.08887081
-0.02248108,-0.02928232,0.0003087462,2.099977,0.8988541,0.08886555
-0.00212432,-0.00890596,-0.000585451,0.2493998,1.050011,0.04639895
-0.003375941,-0.008603255,-0.000251528,0.4979456,1.100352,0.09412032
-0.005215145,-0.00926991,-8.66119e-05,0.6977931,1.100643,0.090774
-0.007237856,-0.01012129,-5.466168e-05,0.8984624,1.100863,0.08946418
