U:0,U:1,U:2,Points:0,Points:1,Points:2
0.03268748,0.5170085,0.04424018,0.2491997,0.2491963,0.04850178
0.003867438,0.5309301,0.05613514,0.4501685,0.2493831,0.04689795
0.05250196,0.5564489,0.0428689,0.6499441,0.249529,0.04649435
0.05683799,0.5363486,0.03827546,0.8499485,0.2494229,0.04641116
0.09523835,0.5312455,0.03636951,1.049975,0.2493839,0.04639079
0.1018071,0.5233297,0.03716899,1.24999,0.2493784,0.04638786
0.121423,0.5279744,0.04261015,1.449996,0.2493862,0.04639397
0.1407383,0.5307762,0.04249334,1.649999,0.2493922,0.04640338
0.05316588,0.4600997,-0.001412478,0.2493774,0.4501758,0.0468976
0.08260645,0.4846154,-0.02778618,0.4989132,0.4989279,0.09642015
0.09092748,0.5089124,-0.01104027,0.6989015,0.4983295,0.094688
0.09171266,0.5246044,-0.01047872,0.8991894,0.497654,0.09396656
0.1021479,0.5134432,0.0106421,1.099539,0.4972719,0.0937575
0.1128617,0.5157978,0.005775215,1.299751,0.4971277,0.09368869
0.126839,0.5190571,-0.003141972,1.499866,0.4970816,0.09366422
0.03103227,0.4572736,0.001073434,0.2495263,0.6499515,0.04649561
0.01663311,0.437444,-0.002367506,0.4983026,0.6989172,0.0946839
0.04307474,0.4219335,0.01888079,0.6979921,0.698035,0.09165663
0.06648981,0.4308045,0.01240223,0.8985323,0.6973733,0.0905549
0.08728713,0.4253044,0.02306951,1.099166,0.6969485,0.09023306
0.1075055,0.4269516,0.01740007,1.299542,0.6967519,0.09013173
0.1280367,0.4293221,0.0187788,1.499746,0.6966634,0.09009144
0.04228625,0.4551147,0.008048541,0.2494209,0.8499488,0.04641025
0.0565446,0.4463854,-0.006677258,0.4976033,0.899205,0.09395276
0.05986442,0.4323937,-0.0005879961,0.6972884,0.8985764,0.09054398
0.07843289,0.4532351,-0.003220644,0.8979934,0.8980839,0.08917742
0.09639172,0.4348549,0.003088823,1.098833,0.897778,0.08876425
0.1131569,0.4380264,0.00325424,1.299345,0.8976194,0.08863054
0.1327573,0.4393579,0.002378505,1.49963,0.8975337,0.08857559
0.0381784,0.4371099,0.01002,0.2493771,1.049976,0.04639124
0.03369965,0.4058234,-0.0005999637,0.4971794,1.099551,0.09373067
0.05003138,0.3978168,-0.0001386098,0.6968034,1.099201,0.09020468
0.07508923,0.4042155,-0.0007307807,0.8976229,1.098909,0.08874509
0.094956,0.3977424,0.0001977953,1.098579,1.098711,0.08828281
0.111909,0.3981678,-0.0007836841,1.299181,1.098598,0.0881272
0.1317768,0.3985583,-0.001013221,1.499527,1.098526,0.08806107
0.03763544,0.4251242,0.01018525,0.2493529,1.24999,0.0463934
0.04648437,0.4018706,-0.0001944537,0.4969821,1.299756,0.09364504
0.05608414,0.384107,0.0003917669,0.6965412,1.299563,0.09008334
0.0771704,0.4017519,-0.0001976334,0.8973961,1.299396,0.08858971
0.09559778,0.3879973,0.0001659258,1.098407,1.299274,0.08810509
0.1139432,0.3916515,-0.0001334477,1.29906,1.299197,0.08793695
0.1338908,0.3888134,-0.0001703133,1.499447,1.29914,0.08786337
0.03801805,0.4038373,0.01093433,0.2493478,1.449996,0.04639273
0.04121391,0.372841,0.001378052,0.4968958,1.499866,0.09360361
0.05468491,0.3691899,-0.002659054,0.6964088,1.499756,0.09002903
0.07533632,0.3699205,-2.19452e-05,0.8972668,1.499657,0.08852168
0.09622052,0.3684239,-0.0009809892,1.098298,1.499582,0.08802675
0.1125672,0.3686876,-0.001675646,1.298978,1.49953,0.08785207
0.1320422,0.3684456,-0.001342829,1.49939,1.499486,0.08777407
0.03659883,0.3844943,0.01053654,0.2493504,1.649997,0.04638758
0.04215634,0.357939,0.001416763,0.4968595,1.699925,0.0935812
0.05560955,0.3540854,0.0002661868,0.6963421,1.699861,0.09000254
0.07529493,0.355412,-0.0004567141,0.8971947,1.699802,0.08848915
0.09333002,0.3529181,-9.422757e-07,1.098233,1.699754,0.08798945
0.1120517,0.353192,-0.0001873695,1.298926,1.699718,0.08781132
0.1310166,0.3524594,-0.0001468252,1.499351,1.699686,0.08773062
0.03552349,0.3627834,0.01037993,0.2493602,1.849999,0.04637962
0.04014206,0.3357388,0.001517585,0.4968426,1.899958,0.09356998
0.05485873,0.3354984,0.0002252217,0.6963084,1.899919,0.08998932
0.07474689,0.3354843,-0.0005162618,0.8971553,1.899883,0.08847286
0.09254687,0.3338833,-0.0001127469,1.098195,1.899853,0.08797059
0.1113984,0.3335893,-0.0003285083,1.298894,1.899828,0.08779073
0.1303111,0.332493,-0.0001317272,1.499326,1.899804,0.08770829
0.03485265,0.3428787,0.01017601,0.2493599,2.05,0.04637941
0.03988369,0.3179124,0.001596832,0.4968335,2.099976,0.09356557
0.05381067,0.3180875,0.0005300749,0.6962915,2.099952,0.08998291
0.07402338,0.3180157,-0.000265139,0.897135,2.09993,0.08846478
0.09140791,0.3162686,2.837265e-05,1.098175,2.09991,0.08796121
0.1105562,0.3155714,-0.0001230383,1.298876,2.099893,0.0877805
0.1293577,0.3141758,-4.260179e-05,1.499311,2.099876,0.08769693
0.03403431,0.3227148,0.009877243,0.2493595,2.25,0.04638012
0.03878429,0.2989324,0.00156831,0.4968279,2.299986,0.09356564
0.05278777,0.2996384,0.0004628317,0.6962846,2.299971,0.08998067
0.07292687,0.2990125,-0.0001801693,0.8971268,2.299957,0.0884613
0.09012249,0.2974041,6.799337e-05,1.098166,2.299945,0.08795697
0.1092938,0.2962069,-9.190414e-05,1.298868,2.299933,0.08777578
0.1279554,0.2945043,-5.887192e-06,1.499305,2.299921,0.08769174
0.03336766,0.3033849,0.009615703,0.2493561,2.450004,0.04638317
0.03813627,0.2812319,0.001603602,0.496825,2.499992,0.09356852
