U:0,U:1,U:2,Points:0,Points:1,Points:2
0.4169855,0.03683592,-0.003726141,2.649943,0.2481425,0.04643752
0.4613142,0.244565,-0.01053743,2.701808,1.69989,0.09315134
0.4651634,0.2779139,-0.01390452,2.70181,1.899932,0.09313863
0.4615375,0.3058461,-0.008111298,2.701815,2.099958,0.09313026
0.4668474,0.3395077,-0.01525122,2.701829,2.299974,0.09312725
0.4600441,0.3659433,-0.006553042,2.701879,2.499985,0.09313261
0.4723722,0.3960385,-0.0223433,2.702054,2.699981,0.09316415
0.4736781,0.4344422,-0.024917,2.702352,2.899983,0.09322399
0.4611452,0.4544472,-0.006823568,2.702304,3.100012,0.0932119
0.4688934,0.4878676,-0.01738381,2.70203,3.300004,0.09315349
0.4613647,0.5119039,-0.009669147,2.70194,3.499998,0.09313511
0.4720503,0.5462467,-0.02317454,2.702028,3.699991,0.09315252
0.4627132,0.5731369,-0.01565467,2.702148,3.899999,0.0931781
0.4630677,0.602741,-0.01871822,2.701995,4.100006,0.09314684
0.4591092,0.6350637,-0.02216235,2.701839,4.299996,0.09311851
0.4513069,0.668811,-0.02306412,2.701731,4.499991,0.09310485
0.4347858,0.7031276,-0.02347315,2.701592,4.699986,0.09309836
0.4061881,0.7421638,-0.02273365,2.70145,4.899989,0.09313479
0.355347,0.04898298,-0.005964279,2.649184,0.1434358,0.2481673
0.4281319,0.2799972,-0.02468822,2.706118,1.89966,0.2862554
0.4252052,0.3058484,-0.02057341,2.706134,2.099788,0.2862422
0.4263164,0.3403132,-0.02896642,2.706168,2.299869,0.2862398
0.4253906,0.3663681,-0.02348004,2.706248,2.499918,0.2862557
0.4271613,0.403744,-0.03412143,2.706414,2.699942,0.2863155
0.4263073,0.4254476,-0.02635972,2.706615,2.899961,0.286402
0.4258637,0.4552221,-0.02299116,2.706638,3.09999,0.286385
0.4274038,0.4895081,-0.03242435,2.706526,3.299992,0.2862961
0.4272966,0.5144955,-0.02813064,2.706478,3.49999,0.2862593
0.4271759,0.5495002,-0.03289379,2.70651,3.699987,0.2862829
0.4250509,0.5731922,-0.02613878,2.706514,3.899994,0.2863103
0.4230368,0.6097815,-0.03256632,2.706338,4.099998,0.2862648
0.4177232,0.6406064,-0.03298389,2.706007,4.299985,0.2862137
0.4094747,0.6747717,-0.03350003,2.705415,4.499966,0.2861957
0.3942906,0.7133534,-0.03284331,2.70425,4.699956,0.2862396
0.3656227,0.7531377,-0.03112521,2.702217,4.900023,0.28648
0.3327915,0.08192734,-0.00709154,2.646988,0.1383253,0.4491672
0.5833941,0.08964366,0.01475557,2.49485,0.2896196,0.4992631
0.4271971,0.3138575,0.003466407,2.721007,2.099488,0.4912437
0.4261999,0.3439145,0.0009387674,2.721057,2.29968,0.4912485
