U:0,U:1,U:2,Points:0,Points:1,Points:2
-0.0108225,0.0006266747,0.0002326127,0.2122754,1.410621,0.01068908
-0.03242371,0.0005245457,-0.0008630666,0.4124797,1.410578,0.01067307
-0.05276924,-0.001285458,-0.002088074,0.6126277,1.410214,0.01034601
-0.0746713,-0.0009917725,-0.005126448,0.8247304,1.422508,0.02268106
-0.1168917,0.0008307205,-0.002342928,1.025212,1.422422,0.02260567
-0.154523,0.004373652,-0.002636861,1.22495,1.421187,0.02139423
-0.2150747,0.006637366,-0.0008724382,1.424951,1.421172,0.02135406
-0.2965337,0.0111735,0.001529308,1.62485,1.421356,0.02128374
-0.143135,-0.05488712,-0.03070436,1.811468,1.40994,0.009859658
-0.006705222,0.0172265,-0.0001409104,0.2466451,1.649952,0.04629585
-0.02985053,0.02599653,-0.00109369,0.4985731,1.699067,0.09729604
-0.04357036,0.03423223,0.0008199045,0.6989173,1.698976,0.09564163
-0.06564506,0.04224494,0.0007571021,0.8992714,1.698789,0.09491472
-0.09097013,0.05588299,0.001170264,1.099666,1.69827,0.09457265
-0.1270897,0.0736032,0.001141917,1.299832,1.698011,0.09439974
-0.1695762,0.1016264,0.0007829861,1.499991,1.698408,0.09442521
-0.2328064,0.1491969,0.003545735,1.700251,1.699606,0.09462654
-0.003670911,0.03165078,6.812964e-05,0.2463708,1.84991,0.04541391
-0.02524816,0.03925564,-0.001528316,0.4976724,1.899655,0.09461793
-0.03487136,0.04769217,0.0005294793,0.6979466,1.899499,0.09168833
-0.05231569,0.06086133,0.0007166157,0.8986347,1.899345,0.09056145
-0.07279931,0.07931934,0.001435822,1.099303,1.899166,0.09020217
-0.09989326,0.1040465,0.001267951,1.299659,1.8991,0.0900732
-0.1339759,0.1389892,0.002487927,1.499853,1.899301,0.09003443
-0.1740323,0.1827422,0.001419409,1.700007,1.899777,0.08998129
-0.001554375,0.04673032,-0.00150349,0.2465587,2.049989,0.04541243
-0.01656922,0.05133889,-0.001471914,0.4972173,2.099811,0.0938843
-0.02250006,0.06123044,-0.0005509712,0.6973996,2.099728,0.090562
-0.03462138,0.07929798,-0.0002730729,0.8982208,2.09966,0.08919814
-0.04874847,0.1020861,-0.0001494223,1.099059,2.099602,0.08876921
-0.0689848,0.1341488,-0.0001392867,1.299524,2.099562,0.08861483
-0.09397477,0.1742838,-9.382924e-06,1.499762,2.099591,0.0885429
-0.1270637,0.224161,7.417552e-05,1.699896,2.0997,0.08847911
0.006757345,0.05287745,0.001061143,0.2486085,2.249945,0.04609091
-0.004504135,0.05508116,-0.0006712942,0.4973249,2.300197,0.09382712
-0.007298736,0.06641425,-0.0001630058,0.6972476,2.300385,0.0903731
-0.01159145,0.08663944,-0.0003604599,0.8980882,2.300508,0.08895075
-0.01804095,0.1129289,-0.0002306451,1.098965,2.300534,0.08849439
-0.02800429,0.1482864,-0.0007784412,1.299461,2.300462,0.08832163
-0.0449666,0.1952713,-0.0003171845,1.499717,2.300333,0.08823015
-0.06957042,0.2470022,-0.001502361,1.699856,2.300209,0.08815965
0.006682082,0.05566762,0.002922735,0.2493524,2.450039,0.04638048
0.006213233,0.05710937,0.0005940408,0.4977207,2.50065,0.09401086
0.008245381,0.06944991,-9.373986e-05,0.6975244,2.50116,0.09062356
0.01192832,0.09186152,-0.0001197368,0.898244,2.501499,0.08926173
0.01321561,0.1202765,0.0002867261,1.099036,2.501584,0.08882725
0.01361989,0.1634878,3.386158e-05,1.299477,2.501412,0.08864402
0.004753494,0.2182066,0.001641155,1.499707,2.501047,0.08852029
-0.01099381,0.2932235,0.001184374,1.69986,2.500649,0.08841068
0.009426156,0.04941891,0.004002047,0.2494548,2.650056,0.04643149
0.02132079,0.04874003,0.001072478,0.4983649,2.700984,0.09472303
0.02694696,0.06044417,-0.0005223367,0.698124,2.701768,0.0917206
0.03963546,0.08078361,-0.001470993,0.8986677,2.702264,0.09062112
0.05421427,0.109971,-0.001991891,1.099251,2.702375,0.09026453
0.06975078,0.1552083,-0.004133265,1.299547,2.701996,0.09007463
0.08256524,0.2158181,-0.00443998,1.499706,2.70118,0.08988655
0.08895161,0.2931447,-0.006669083,1.699906,2.700293,0.08969003
0.01555033,0.0368658,0.0007068244,0.249272,2.849868,0.04661426
0.02699245,0.04167639,-0.0004815182,0.4988837,2.90101,0.09645863
0.0400508,0.05360726,-0.002845631,0.6989903,2.90154,0.0947905
0.06129025,0.0688319,-0.00336766,0.8992875,2.902091,0.09409915
0.08112792,0.09531478,-0.003111064,1.099584,2.902181,0.09388128
0.1193302,0.1424291,-0.00236505,1.299693,2.901675,0.09373515
0.1444592,0.2070363,-0.005676299,1.49977,2.900478,0.09353699
0.1968845,0.3429703,-0.02167356,1.70008,2.899094,0.09332849
0.0142245,0.02749555,-0.0001130904,0.247859,3.050071,0.04678234
0.03200186,0.0277314,-0.001077599,0.451423,3.048438,0.04476253
0.04872947,0.0325449,-0.003189763,0.6490648,3.045517,0.04329385
0.06959175,0.04169679,-0.002007049,0.8489413,3.045495,0.04309497
0.1053536,0.05696953,-0.004414376,1.048964,3.045529,0.04306608
0.1489738,0.08741498,-0.008520705,1.248974,3.045449,0.04305693
0.2118409,0.1354098,-0.01154422,1.448986,3.045184,0.04305038
0.2904278,0.248183,-0.02457051,1.64907,3.044738,0.04307272
-0.01129795,0.002124573,7.391902e-06,0.2494584,1.447298,0.2499645
-0.03363829,0.007239464,-0.001413267,0.4991889,1.497397,0.299234
-0.04874977,0.009473777,0.001353991,0.6991377,1.495614,0.2992697
-0.0727472,0.01236694,-0.0008808342,0.8993858,1.494897,0.2991202
-0.1021035,0.01573982,0.0009705131,1.099688,1.494676,0.298603
