U:0,U:1,U:2,Points:0,Points:1,Points:2
0.001267405,-0.7791403,-0.007988002,2.910728,0.1106521,0.08720942
-0.000211998,-0.7694689,0.001141864,2.910727,0.187221,0.01065411
-0.008140536,-0.7870788,-0.008995657,2.911819,0.1117787,0.01177314
-0.01335358,-0.7481339,-0.0295829,2.910694,0.1106165,0.1123162
-0.001482146,-0.7420162,-0.03249747,2.910667,0.110582,0.1874974
-0.005331975,-0.7558239,0.0003546832,2.910671,0.4124798,0.01058013
-0.001235553,-0.7670478,9.64228e-05,2.910671,0.4875146,0.01057932
-0.001487107,-0.7749758,0.001579703,2.91067,0.5875147,0.01057867
0.0009457831,-0.7798368,0.001688904,2.91067,0.5124806,0.01057932
-0.003357974,-0.7537839,-0.001578307,2.91067,0.6124804,0.01057865
-0.001035588,-0.7658487,-0.00167169,2.91067,0.6875152,0.01057848
-0.0001273197,-0.7804681,0.00284957,2.910669,0.7875162,0.01057779
0.001848613,-0.7819544,0.001258147,2.910669,0.7124809,0.01057851
-0.003108555,-0.7545223,-0.002584239,2.910669,0.8124818,0.01057756
-0.002079404,-0.771137,-0.001069547,2.91067,0.8875169,0.01057635
-0.00318182,-0.7564103,-0.004669936,2.91067,1.012483,0.01057542
-0.001218994,-0.7738252,-0.001446102,2.91067,1.087517,0.01057512
-0.0001417387,-0.7923353,0.002566633,2.91067,1.187517,0.0105747
0.0008639327,-0.793534,0.002565953,2.91067,1.112483,0.01057504
-3.635132e-05,-0.7964565,0.002219419,2.910669,1.387518,0.01057393
0.001105842,-0.7995744,0.002229466,2.910668,1.312483,0.01057205
-0.002514998,-0.7686032,-0.004957943,2.910669,1.412483,0.01057505
0.0002323644,-0.7862649,-0.001149463,2.910669,1.487517,0.01057526
0.000322617,-0.8009704,0.002097495,2.91067,1.587517,0.01057477
0.001525145,-0.8046855,0.001787026,2.910669,1.512483,0.01057523
-0.002230553,-0.773358,-0.004970497,2.91067,1.612483,0.01057476
0.0004275664,-0.79067,-0.001338924,2.91067,1.687517,0.01057488
0.0004123661,-0.8042643,0.001924338,2.910668,1.787517,0.01057225
0.001652231,-0.8087746,0.00148872,2.91067,1.712483,0.01057488
-0.002189731,-0.7813636,-0.00518207,2.91067,2.012483,0.01057477
0.0004756558,-0.7987808,-0.001641941,2.91067,2.087517,0.01057493
0.0005045604,-0.8127232,0.001759762,2.910668,2.187517,0.01057227
0.001770475,-0.8176758,0.001360349,2.91067,2.112483,0.01057493
-0.002106641,-0.7922861,-0.005276092,2.91067,2.412483,0.01057478
0.0004506725,-0.8104776,-0.001698848,2.91067,2.487517,0.01057493
0.0005133946,-0.8245777,0.001611329,2.910668,2.587517,0.01057228
0.001875283,-0.8303646,0.001543696,2.91067,2.512483,0.01057493
0.0005621175,-0.8323503,0.001545144,2.910668,2.787517,0.0105721
0.001958648,-0.8385176,0.001706888,2.910668,2.712483,0.0105722
-0.001949606,-0.8079694,-0.005409584,2.910668,2.812483,0.0105721
0.0004846546,-0.8272454,-0.001831242,2.910668,2.887517,0.01057219
0.0006672201,-0.8416637,0.001427518,2.910668,2.987517,0.01057209
0.002116904,-0.8481357,0.001830492,2.910668,2.912483,0.01057219
-0.001820413,-0.8182403,-0.005526999,2.910668,3.012483,0.01057225
0.0006374227,-0.8385527,-0.001892563,2.91067,3.087517,0.01057489
0.0008217817,-0.8527553,0.001252356,2.910668,3.187517,0.0105722
0.00231341,-0.8597776,0.001910668,2.91067,3.112483,0.01057489
-0.001645861,-0.8446922,-0.006279722,2.910668,3.412483,0.01057212
0.001508316,-0.866381,-0.002253596,2.91067,3.487517,0.01057476
0.001282988,-0.8821857,0.0005190421,2.91067,3.587517,0.01057466
0.003455218,-0.8894695,0.002141381,2.91067,3.512483,0.01057476
0.003062109,-0.9323374,0.001110578,2.910668,3.987518,0.01057468
0.004020277,-0.9244243,0.004468317,2.910668,3.912483,0.01057394
0.001632015,-0.927528,-0.003292101,2.910668,4.012484,0.01057482
0.003222218,-0.9549781,-0.004248574,2.910668,4.087519,0.01057558
-0.001371237,-1.012376,0.000134474,2.910669,4.412484,0.01057655
0.002118614,-1.039819,0.008550086,2.910672,4.487518,0.0105799
-0.05790087,-0.8793543,0.01169945,2.910686,4.587508,0.01056196
0.0007730745,-1.050363,0.01183543,2.910674,4.512481,0.01057606
-0.02175369,-0.8345962,-0.001325031,2.910666,0.1105787,0.2875121
-0.02769351,-0.8272456,-0.04920817,2.910668,0.1105817,0.2124677
-0.0213372,-0.8366659,-0.02555349,2.910666,0.1105786,0.3124799
-0.02344574,-0.8390955,0.01958533,2.910665,0.110578,0.3875142
-0.004133027,-0.8200173,-0.00400777,2.910663,0.1105775,0.4875147
-0.006221102,-0.8228697,-0.008792994,2.910665,0.1105779,0.4124812
-0.02232431,-0.8394052,-0.02896458,2.910663,0.1105774,0.5124818
-0.02218351,-0.8444261,0.01737801,2.910662,0.1105771,0.5875154
-0.00544997,-0.8351317,-0.007380381,2.910661,0.1105768,0.6875159
