U:0,U:1,U:2,Points:0,Points:1,Points:2
0.5012584,0.03312109,0.04519121,0.2484113,0.2486007,0.04802068
0.4237524,0.06496343,-0.0002894536,0.4500051,0.2489877,0.04672391
0.3979849,0.05114776,0.002109026,0.6498582,0.248215,0.0460706
0.370224,0.05975383,0.008663657,0.8499535,0.2492787,0.04635645
0.3271326,0.05237031,0.01016266,1.049976,0.2493717,0.04638485
0.2945869,0.05209062,0.01099359,1.24999,0.249369,0.04638148
0.2483292,0.04874984,0.01093003,1.449998,0.2493662,0.0463802
0.2075794,0.04780738,0.01066547,1.650004,0.2493474,0.04637772
0.1627464,0.04400149,0.01016751,1.850107,0.2489631,0.0462266
0.1206532,0.03938153,0.007980589,2.049985,0.2490401,0.0462785
0.07702025,0.03465832,0.005229554,2.250036,0.2494448,0.04678224
0.03636727,0.03141518,4.149295e-05,2.45092,0.249116,0.04847016
0.5089691,0.02827615,0.021397,0.246507,0.4500832,0.04586494
0.4370534,0.1162481,-0.02084026,0.4982727,0.4987675,0.09623305
0.3817314,0.07502141,-0.0037956,0.6987339,0.4981418,0.09461647
0.3578235,0.09785795,-0.003702169,0.8991454,0.4975654,0.09393453
0.3038194,0.0759209,0.003424363,1.09954,0.4972091,0.09373119
0.2726391,0.09192707,0.003840352,1.299783,0.4970638,0.09366171
0.2262938,0.0853951,0.00364444,1.499949,0.49706,0.0936574
0.1878121,0.09086485,0.00391612,1.700112,0.4971867,0.09371724
0.1440039,0.088518,0.004627273,1.900306,0.4975383,0.09392646
0.1035009,0.0894198,0.003412527,2.100332,0.4982739,0.09477846
0.06070209,0.08990072,0.0009919227,2.300752,0.4990405,0.09749178
0.02275803,0.07272052,-0.0005447431,2.44921,0.4515151,0.04691505
0.5192927,0.106054,0.03890939,0.2463014,0.6499364,0.04537221
0.4594097,0.1463524,-0.01274086,0.4974819,0.6988645,0.09449536
0.3596457,0.1073474,0.0156491,0.6977427,0.6979615,0.091603
0.3540137,0.1259306,-0.0004363387,0.8984618,0.6972977,0.0905243
0.2950191,0.1155781,0.002051871,1.099166,0.6968629,0.09020088
0.2687473,0.1204513,0.001396591,1.299592,0.6966737,0.09010132
0.2232818,0.1200671,0.0009385168,1.499873,0.6966748,0.09009412
0.1868403,0.1230855,0.00130038,1.700139,0.6968677,0.09018046
0.1459508,0.1203425,0.001605447,1.900462,0.6973216,0.09050963
0.1034273,0.124024,-8.731158e-05,2.100433,0.6980317,0.0917494
0.06651643,0.1210599,-0.002114434,2.300471,0.6989905,0.09581683
0.02035014,0.110812,-0.002360915,2.44646,0.6491449,0.04544191
0.5057313,0.1277966,0.03777408,0.2461853,0.8499459,0.0452804
0.4740161,0.1742202,-0.009294313,0.4967451,0.8991819,0.09376439
0.3789292,0.1525575,0.007117033,0.6970132,0.8985327,0.09049052
0.3687814,0.1631456,-0.002119447,0.8979144,0.8980195,0.08914379
0.3104162,0.1568027,-0.0006299042,1.098837,0.8976928,0.08872624
0.2791396,0.1653029,0.001648949,1.299412,0.8975409,0.08859586
0.2273964,0.1630518,0.001398188,1.499795,0.8975441,0.08858581
0.1914834,0.1673858,0.0005152906,1.700151,0.8977038,0.08869703
0.145964,0.1674468,0.0004191579,1.900565,0.8980458,0.08911345
0.1054858,0.1690936,-0.0007884612,2.100513,0.8985849,0.09061766
0.06377757,0.1680799,-0.002007507,2.300538,0.8992667,0.09511963
0.01378276,0.160761,-0.002109535,2.446773,0.8489309,0.04513596
0.5054319,0.1708382,0.04361049,0.2461399,1.049974,0.04526026
0.4767835,0.2082518,-0.00590269,0.4963129,1.099538,0.09354208
0.3783775,0.1941526,0.008527654,0.696522,1.09917,0.09014936
0.3718819,0.2045693,0.001118766,0.897543,1.098857,0.08870757
0.3008307,0.2010929,0.003796235,1.098588,1.09864,0.08823922
0.2790498,0.2071707,0.001268462,1.299262,1.098534,0.08808835
0.2250077,0.2046157,0.0006413073,1.499722,1.098538,0.08807679
0.1912007,0.2075688,0.0002325599,1.700143,1.098652,0.08820541
0.1458705,0.2065008,0.000367161,1.900611,1.098882,0.08867157
0.1058751,0.208648,-0.001040725,2.10058,1.099217,0.09027959
0.06547571,0.2067148,-0.00213679,2.300497,1.099613,0.09497377
0.01376315,0.2020201,-0.001589023,2.446138,1.048999,0.04531997
0.5073994,0.2093027,0.04362903,0.2461199,1.249988,0.04524908
0.4789288,0.2396807,-0.003687094,0.496111,1.299747,0.09345633
0.3729806,0.2362782,0.01286859,0.6962585,1.299542,0.09002619
0.3734681,0.2448379,0.0005180201,0.8973174,1.299358,0.08854875
0.3026413,0.2398231,0.0028882,1.098421,1.299223,0.08805672
0.2816977,0.246715,0.001604316,1.299151,1.299155,0.08789441
0.2271251,0.2461909,0.001015263,1.499662,1.299158,0.08788226
