U:0,U:1,U:2,Points:0,Points:1,Points:2
-0.0004554811,3.516759e-05,-3.748686e-07,0.2123393,1.410612,0.01069661
-0.00138634,2.625582e-05,-1.458608e-05,0.412484,1.410577,0.01067443
-0.002451465,2.792445e-05,-3.003659e-05,0.6124873,1.410576,0.01068106
-0.003789644,3.000207e-05,-4.06114e-05,0.8124851,1.410577,0.01068372
-0.005484175,3.575168e-05,-5.513372e-05,1.012484,1.410576,0.0106847
-0.007747217,4.442962e-05,-7.422472e-05,1.212483,1.410576,0.01068466
-0.01078371,5.936862e-05,-0.0001012219,1.412483,1.410576,0.01068459
-0.0149158,7.082794e-05,-0.0001403293,1.612483,1.410577,0.01068415
-0.02051515,7.747621e-05,-0.0001978518,1.812483,1.410576,0.01068421
-0.0003800015,0.0008962081,-7.897168e-06,0.2494528,1.650017,0.04729391
-0.001547161,0.001380922,-4.195145e-05,0.4991591,1.699292,0.09749914
-0.002286756,0.001793643,5.201439e-05,0.6990462,1.699679,0.09591081
-0.003467908,0.002252721,5.517168e-05,0.8993314,1.699627,0.09522375
-0.004884763,0.003014496,8.394212e-05,1.099657,1.699554,0.09503303
-0.006845461,0.004015531,0.0001083613,1.299831,1.699524,0.09497399
-0.00947431,0.005465326,0.000145073,1.499915,1.699514,0.09495295
-0.01293911,0.007436223,0.0001918857,1.699954,1.699508,0.09494571
-0.01785265,0.0102875,0.0002485721,1.899973,1.699513,0.09494265
-0.0002510042,0.001710083,-3.091918e-05,0.2495483,1.849919,0.04652982
-0.001230163,0.002106985,-8.263014e-05,0.4984104,1.899785,0.09480575
-0.001801434,0.002568078,2.083767e-05,0.6981528,1.89979,0.09177522
-0.002723828,0.003351535,3.393383e-05,0.8987022,1.899776,0.09065012
-0.00386081,0.004437291,5.669187e-05,1.099318,1.89973,0.09031493
-0.005396197,0.005955026,7.228223e-05,1.299657,1.899716,0.09020567
-0.007485901,0.008075029,9.701426e-05,1.499825,1.899714,0.09016305
-0.01028078,0.01095131,0.0001465357,1.699907,1.899713,0.09014421
-0.01410225,0.01488599,0.0001835064,1.899949,1.899712,0.0901343
-6.99714e-05,0.002324895,1.891759e-05,0.249428,2.049967,0.04641633
-0.0007378981,0.002688698,-6.658019e-05,0.4977721,2.099898,0.09401962
-0.00107888,0.003258785,-2.534488e-05,0.6975673,2.099895,0.09060617
-0.00163779,0.004256129,-1.601717e-05,0.898278,2.09992,0.08923339
-0.002321334,0.005621707,-2.003744e-05,1.099078,2.099963,0.08881306
-0.003274368,0.007539798,-1.999026e-05,1.299531,2.099998,0.08867123
-0.004550788,0.01025173,-3.672212e-05,1.499758,2.100016,0.08861381
-0.006313316,0.01383582,-3.369731e-05,1.699872,2.100013,0.0885872
-0.008694129,0.01888874,-6.551187e-05,1.899928,2.099988,0.08857198
0.0002456702,0.002614332,5.663459e-05,0.2493785,2.249998,0.04640461
-0.0001412906,0.002875348,-7.335555e-06,0.4975336,2.300265,0.09388444
-0.0002479197,0.003505182,-6.039356e-06,0.697335,2.300522,0.09039556
-0.0003626062,0.00459282,-4.842436e-06,0.8981267,2.300748,0.08897138
-0.0005583974,0.006099052,-7.168871e-06,1.098989,2.300916,0.0885263
-0.0007553842,0.008191545,5.791849e-06,1.299482,2.301018,0.08837355
-0.001188462,0.01116683,-1.513943e-05,1.499732,2.301061,0.08831033
-0.001620347,0.01511306,1.350648e-05,1.699856,2.301054,0.08828009
-0.002556788,0.02060506,-3.255129e-05,1.899917,2.300994,0.08826105
0.0003548426,0.002701453,9.436756e-05,0.2494015,2.450026,0.04640128
0.0003827542,0.002899263,3.64152e-05,0.4977631,2.500711,0.09402884
0.0006103885,0.003522381,-5.8295e-06,0.6975577,2.501308,0.09063212
0.0009318234,0.00461944,-4.516679e-06,0.8982709,2.501788,0.08927505
0.001299206,0.006078576,-7.871882e-06,1.099072,2.502102,0.08886099
0.001797593,0.008208488,-1.237227e-05,1.299526,2.502275,0.08871952
0.002405918,0.01127704,4.823352e-07,1.499755,2.502342,0.08866051
0.003169276,0.01523541,-2.326566e-05,1.699868,2.502326,0.08863174
0.004116885,0.0210674,4.333457e-05,1.899918,2.502223,0.08861098
0.0005913816,0.002446356,0.0001049319,0.2494597,2.650061,0.0464425
0.001089331,0.002406051,6.257309e-05,0.498389,2.701052,0.09472742
0.001476527,0.002965827,-6.446034e-06,0.6981397,2.70193,0.09171367
0.002252195,0.00388833,-3.749576e-05,0.8986899,2.702603,0.0906172
0.003144042,0.005183397,-6.592271e-05,1.099304,2.703054,0.09029022
0.004406772,0.00702762,-9.019797e-05,1.299648,2.703278,0.09017802
0.006006335,0.009676647,-0.0001314949,1.49982,2.703357,0.09013106
0.008240479,0.01326079,-0.0002136898,1.699904,2.703332,0.09010953
0.0110078,0.01843055,-0.0003093563,1.899934,2.703187,0.09009244
0.0006315771,0.001790708,0.0001260723,0.2494283,2.849888,0.0466708
0.001336659,0.001916883,-3.445604e-05,0.4989763,2.901066,0.0964558
0.00206614,0.002460659,-0.0001365037,0.6989988,2.90167,0.09474677
0.003122178,0.003135619,-0.0001562814,0.8992885,2.902361,0.09403671
0.004421183,0.004198243,-0.0001975547,1.099621,2.902769,0.09382353
0.006218002,0.005722942,-0.0002471562,1.299811,2.902944,0.09374192
0.008603758,0.007893427,-0.0003348094,1.499909,2.903001,0.09370937
0.01195447,0.01098652,-0.0004394249,1.699958,2.90298,0.09370251
0.01638064,0.01549772,-0.0004816598,1.899975,2.902862,0.09370724
0.0006058695,0.001129849,-8.292652e-06,0.2494137,3.049971,0.04731697
0.001439294,0.001100989,-2.964795e-05,0.4516441,3.048452,0.04476232
0.002246515,0.001279705,-0.0001373171,0.6490895,3.04554,0.04326189
0.003379551,0.001614343,-0.0001540432,0.848942,3.045534,0.0430569
0.004909881,0.002150538,-0.0001627611,1.048964,3.045605,0.04302102
0.006932872,0.002898136,-0.0001984818,1.248983,3.045634,0.04301002
0.009637977,0.003991273,-0.0002510679,1.448992,3.045645,0.04300781
0.01334969,0.005577296,-0.0003490845,1.648995,3.045646,0.04300903
0.01852907,0.007892978,-0.0004493104,1.848997,3.045632,0.04301035
0.00048966,0.0002576287,-8.805547e-06,0.2251503,3.226204,0.02297113
0.001544959,-0.0001631531,-2.912518e-06,0.4244911,3.224807,0.02201851
0.002496166,-0.000335611,1.589526e-05,0.6244907,3.224816,0.02197941
0.003907611,-0.0004211177,1.779239e-05,0.8244903,3.224836,0.0219732
0.005774145,-0.0006553923,8.005082e-06,1.024495,3.22484,0.02196946
0.008265,-0.0009538248,1.90654e-05,1.224496,3.224839,0.02196628
0.01162236,-0.001313499,3.966122e-05,1.424495,3.22484,0.02196762
0.01625978,-0.001768076,6.595245e-05,1.624496,3.224836,0.02196707
0.02233067,-0.002016303,0.00016926,1.824496,3.224835,0.02196532
-0.0005680784,0.0001155289,6.759979e-06,0.2495195,1.447298,0.2500875
-0.001746308,0.0003810209,-7.257633e-05,0.4992706,1.497483,0.2994743
-0.002565669,0.0005183907,4.036151e-05,0.699173,1.495861,0.2999542
-0.003885262,0.0006623442,-3.455992e-05,0.8994391,1.495182,0.2999313
-0.005470936,0.0008845333,-1.545752e-05,1.09973,1.495009,0.2998562
-0.007699326,0.001183856,-2.033377e-05,1.299872,1.494961,0.2998228
-0.01064256,0.001627974,-5.282722e-05,1.49993,1.494946,0.2998125
-0.01473491,0.002209891,-4.229382e-05,1.699952,1.494942,0.2998117
-0.02022157,0.003136096,-0.0001272191,1.899958,1.494961,0.2998124
-0.0005177072,0.001375863,3.413125e-05,0.2748821,1.705253,0.3052397
-0.001500666,0.001292129,-8.040883e-05,0.4865178,1.69526,0.2951863
-0.002334109,0.001607998,-2.715684e-05,0.6937462,1.692002,0.2918527
-0.003564088,0.00209568,-4.638535e-05,0.8970584,1.690837,0.2905941
-0.00502702,0.00277607,-4.46949e-05,1.098562,1.690478,0.2901477
-0.0070729,0.003735003,-6.005159e-05,1.299277,1.690374,0.28998
-0.009774874,0.005086066,-8.227367e-05,1.499623,1.690346,0.2899132
-0.01345836,0.006918606,-0.0001307617,1.699793,1.690342,0.2898849
-0.01848552,0.009556382,-0.0001927866,1.899877,1.690378,0.2898712
-0.0001821716,0.001777901,7.691384e-06,0.2576093,1.905042,0.3090686
-0.001108204,0.002113737,-3.381969e-05,0.4748079,1.898408,0.2928863
-0.00177357,0.002571736,2.582157e-06,0.6877064,1.896891,0.2870256
-0.002719907,0.003366123,4.226302e-06,0.8940338,1.896168,0.2845869
-0.003861589,0.004462351,7.471268e-06,1.097018,1.895953,0.2836832
-0.00543026,0.006015363,5.96859e-06,1.298477,1.895922,0.2833323
-0.007507966,0.008160861,4.975712e-06,1.499205,1.89593,0.2831858
-0.01033098,0.01110033,2.284548e-05,1.699572,1.895926,0.2831188
-0.01410418,0.01514751,2.252869e-05,1.899758,1.895918,0.2830831
-0.000137892,0.002170662,9.762139e-06,0.2519819,2.100235,0.3110108
-0.0006414274,0.00264056,-3.03946e-05,0.4694453,2.09989,0.2919474
-0.001043139,0.003205479,-1.505361e-05,0.6838315,2.099927,0.2850481
-0.001625189,0.0041957,-6.994514e-06,0.8918253,2.100093,0.2819478
-0.002314515,0.005592488,-8.499277e-06,1.095826,2.100331,0.2807407
-0.003284147,0.007520818,-1.24361e-05,1.297844,2.100526,0.2802553
-0.004553029,0.01022736,-6.996311e-06,1.498868,2.100624,0.2800471
-0.006307293,0.01382734,-2.212034e-05,1.69939,2.10061,0.2799487
-0.008679998,0.01884061,-1.633253e-05,1.899652,2.10049,0.2798934
-1.509493e-05,0.002327724,1.967472e-06,0.2509241,2.300294,0.311097
-0.0001399401,0.002870461,-1.305489e-05,0.4679075,2.301257,0.2917634
-0.0002324492,0.003481299,-1.82409e-05,0.6825938,2.302547,0.2846322
-0.0003370662,0.00457891,-3.102563e-05,0.8910502,2.303714,0.2813673
-0.0005168692,0.006103153,-1.767464e-05,1.095385,2.304563,0.2800716
-0.000715844,0.008240522,-4.158081e-05,1.297603,2.305072,0.2795408
-0.001087495,0.0111953,-5.701853e-05,1.498738,2.305289,0.2793088
-0.001533362,0.0152438,-6.811237e-05,1.699314,2.305252,0.2791958
-0.002344461,0.02072531,-9.004252e-05,1.899596,2.304963,0.2791258
7.748948e-06,0.002336351,-7.553545e-05,0.2519689,2.50045,0.3110079
