U:0,U:1,U:2,Points:0,Points:1,Points:2
0.0001316438,-0.0001359653,-1.177154e-06,0.2491846,0.2492013,0.04850928
0.0004116057,-9.431796e-05,6.461906e-06,0.4501682,0.2493829,0.04689781
0.0006165048,-9.682165e-05,-8.472227e-06,0.6499475,0.249521,0.04649815
0.0008717274,-9.491813e-05,7.202518e-06,0.8499482,0.2494212,0.04640976
0.001147422,-9.486467e-05,1.291256e-05,1.049975,0.2493794,0.04638839
0.001452767,-8.638028e-05,2.189548e-05,1.249989,0.2493673,0.0463815
0.001746776,-7.49744e-05,2.832741e-05,1.449995,0.2493619,0.04638067
0.002055189,-5.60819e-05,3.691633e-05,1.650001,0.2493672,0.04637585
0.002389227,-3.423386e-05,4.766119e-05,1.849999,0.2493602,0.04637891
0.002752614,-9.519248e-06,5.946139e-05,2.049999,0.24936,0.04637868
0.003128033,1.968269e-05,7.000062e-05,2.25,0.2493599,0.04637893
7.99161e-05,-0.0003938343,-7.466303e-06,0.2493682,0.4501721,0.04690311
0.0004397964,-0.0004647331,-1.853267e-06,0.4989098,0.4989176,0.09641484
0.0006221483,-0.0005186501,-3.036777e-05,0.6988954,0.4983047,0.09467494
0.0008737189,-0.000517772,-3.124463e-05,0.8991793,0.4976009,0.09394292
0.001102864,-0.0005611138,-3.200005e-05,1.099524,0.497177,0.09371715
0.001365892,-0.0005897019,-3.402248e-05,1.299733,0.4969818,0.09362709
0.001641878,-0.0006379031,-3.681988e-05,1.499848,0.4968933,0.09358527
0.001949304,-0.0006797759,-4.017144e-05,1.69991,0.4968521,0.09356456
0.002276348,-0.0007255227,-4.378533e-05,1.899946,0.4968334,0.09355392
0.002630554,-0.0007630097,-4.632045e-05,2.099967,0.4968242,0.09354866
0.003003784,-0.0007866139,-4.744874e-05,2.299979,0.4968196,0.09354328
7.304298e-05,-0.0005808686,9.242399e-06,0.2495261,0.6499511,0.04649561
0.0004516008,-0.0006360815,2.416095e-05,0.4982982,0.6988974,0.09467695
0.0006041341,-0.0006673477,-5.121068e-07,0.6979826,0.6979865,0.09163971
0.0008580268,-0.0007260249,-6.736424e-06,0.8985156,0.6972787,0.09052205
0.001064062,-0.0007571749,-8.044064e-06,1.099141,0.69679,0.09017799
0.001333187,-0.0008134865,-7.489447e-06,1.299509,0.6965246,0.09005239
0.001604425,-0.0008780035,-8.454785e-06,1.499711,0.6963892,0.08999526
0.001914322,-0.0009458802,-8.416177e-06,1.699826,0.6963202,0.08996687
0.002247383,-0.00101382,-9.068491e-06,1.899893,0.6962851,0.08995234
0.002614606,-0.001073951,-9.25254e-06,2.099933,0.6962686,0.08994489
0.003011114,-0.001116806,-9.618473e-06,2.299958,0.6962634,0.08994128
5.863263e-05,-0.0008317651,-6.326741e-06,0.2494209,0.8499482,0.04641059
0.0003961658,-0.000857789,2.756198e-05,0.4975965,0.8991817,0.09394455
0.0005768773,-0.0009185157,5.069902e-06,0.697275,0.8985193,0.09052239
0.0007881771,-0.000955514,7.761972e-08,0.8979697,0.8979742,0.08913554
0.000998861,-0.001016358,-7.377941e-07,1.098797,0.8975974,0.0886948
0.001254636,-0.001102397,-7.945263e-07,1.299298,0.8973647,0.08853218
0.001521582,-0.001193907,-7.157057e-07,1.499578,0.8972304,0.0884585
0.001828423,-0.001294986,-7.876607e-07,1.69974,0.8971547,0.08842186
0.002166078,-0.001398937,-8.780504e-07,1.899837,0.8971137,0.08840276
0.002548452,-0.001499126,-9.492807e-07,2.099897,0.8970935,0.08839299
0.002975478,-0.001583555,-7.313076e-07,2.299935,0.8970882,0.08838869
3.492933e-05,-0.001032364,-1.076871e-05,0.2493881,1.049979,0.04638397
0.0003734208,-0.001030117,2.373215e-05,0.4971737,1.099526,0.09371889
0.0005110069,-0.001075049,6.117237e-06,0.6967869,1.099145,0.09017853
0.0007136126,-0.00114823,2.919727e-07,0.8975927,1.098803,0.08869508
0.0009151923,-0.001231208,-2.527595e-07,1.098532,1.09854,0.08820035
0.001154964,-0.001338291,-1.277122e-06,1.299119,1.098359,0.08801115
0.001410372,-0.001458094,-1.302361e-06,1.499459,1.098244,0.08792365
0.001707921,-0.00159427,-1.580478e-06,1.69966,1.098173,0.0878796
0.002042254,-0.001739296,-1.640492e-06,1.899784,1.098133,0.0878564
0.002429068,-0.001887619,-1.693997e-06,2.099861,1.098112,0.08784428
0.002873684,-0.002028074,-1.687318e-06,2.299911,1.098107,0.08783891
3.831445e-06,-0.001218552,-1.841499e-05,0.2493671,1.249989,0.04638231
0.0003152889,-0.001199835,2.135061e-05,0.4969789,1.299737,0.09362942
0.0004459114,-0.001265021,3.92883e-06,0.6965224,1.299517,0.09005342
0.0006306359,-0.001349807,9.43903e-07,0.8973606,1.299308,0.08853304
0.0008081779,-0.001453759,1.101266e-06,1.098351,1.299133,0.08801177
0.001026509,-0.001587118,3.2043e-07,1.298986,1.299002,0.08780591
0.00126384,-0.001740524,6.407703e-07,1.499364,1.298912,0.08770865
0.001545898,-0.00191835,4.200745e-07,1.699594,1.298852,0.08765882
0.001871268,-0.002114245,5.771748e-07,1.899738,1.298817,0.08763219
0.002258289,-0.00232506,6.771799e-07,2.09983,1.298798,0.08761815
0.002718655,-0.002541777,8.656005e-07,2.29989,1.298794,0.08761159
-2.87938e-05,-0.001366004,-2.48856e-05,0.2493778,1.449994,0.04637236
0.000265904,-0.00133441,1.728024e-05,0.49689,1.499853,0.09358882
0.0003705948,-0.00140549,3.828158e-06,0.6963887,1.499723,0.08999704
0.0005252364,-0.001510282,5.045204e-07,0.8972281,1.499595,0.08846038
0.0006775528,-0.00163393,4.600403e-07,1.098237,1.499482,0.08792563
0.0008671753,-0.001794735,-4.522984e-07,1.298896,1.499392,0.08771017
0.001078272,-0.001982492,-2.579987e-07,1.499296,1.499325,0.08760655
0.001333205,-0.002204241,-5.384413e-07,1.699544,1.49928,0.08755262
0.001634378,-0.002455894,-4.654827e-07,1.899702,1.499252,0.08752344
0.002000405,-0.002737921,-3.763657e-07,2.099805,1.499236,0.08750775
0.002446645,-0.003045855,-1.415888e-07,2.299872,1.499233,0.08750022
-6.778994e-05,-0.001492653,-2.91136e-05,0.2493673,1.650001,0.04637658
0.0001981709,-0.001449599,1.278126e-05,0.4968532,1.699919,0.0935672
0.0002814596,-0.001532687,2.27794e-06,0.6963233,1.699844,0.08996991
0.0004027497,-0.001651909,3.596522e-07,0.8971566,1.699768,0.08842569
0.000523932,-0.001795443,6.041056e-07,1.09817,1.699698,0.08788404
0.0006779826,-0.00198257,-3.888762e-08,1.29884,1.69964,0.08766315
0.000854055,-0.002204758,1.080519e-07,1.499251,1.699595,0.08755568
0.001071912,-0.002471135,-9.036338e-08,1.699511,1.699564,0.08749916
0.00133679,-0.002780493,-8.347558e-09,1.899678,1.699543,0.08746816
0.001667391,-0.003137098,3.4442e-08,2.099787,1.699533,0.08745138
0.00208223,-0.003541669,1.749061e-07,2.29986,1.699531,0.08744324
